Day,Month,High(°F),Low(°F),Precip.month(inch),Precip.year(inch),Snowmonth(inch),Snowyear(inch),City,State
12,feb,47.6,34.5,0,0,0,0,Amanda Park,Washington
13,feb,47.8,34.4,0,0,0,0,Amanda Park,Washington
14,feb,47.9,34.4,0,0,0,0,Amanda Park,Washington
15,feb,48.1,34.4,0,0,0,0,Amanda Park,Washington
16,feb,48.3,34.4,0,0,0,0,Amanda Park,Washington
17,feb,48.4,34.4,0,0,0,0,Amanda Park,Washington
18,feb,48.6,34.5,0,0,0,0,Amanda Park,Washington
19,feb,48.7,34.5,0,0,0,0,Amanda Park,Washington
20,feb,48.9,34.5,0,0,0,0,Amanda Park,Washington
21,feb,49,34.5,0,0,0,0,Amanda Park,Washington
22,feb,49.2,34.6,0,0,0,0,Amanda Park,Washington
23,feb,49.3,34.6,0,0,0,0,Amanda Park,Washington
24,feb,49.5,34.7,0,0,0,0,Amanda Park,Washington
25,feb,49.6,34.7,0,0,0,0,Amanda Park,Washington
26,feb,49.7,34.8,0,0,0,0,Amanda Park,Washington
27,feb,49.8,34.8,0,0,0,0,Amanda Park,Washington
28,feb,50,34.9,0,0,0,0,Amanda Park,Washington
29,feb,50,34.9,0,0,0,0,Amanda Park,Washington
1,mar,50.1,35,0,0,0,0,Amanda Park,Washington
2,mar,50.2,35,0,0,0,0,Amanda Park,Washington
3,mar,50.3,35.1,0,0,0,0,Amanda Park,Washington
4,mar,50.3,35.2,0,0,0,0,Amanda Park,Washington
5,mar,50.4,35.2,0,0,0,0,Amanda Park,Washington
6,mar,50.5,35.3,0,0,0,0,Amanda Park,Washington
7,mar,50.6,35.4,0,0,0,0,Amanda Park,Washington
8,mar,50.7,35.5,0,0,0,0,Amanda Park,Washington
9,mar,50.7,35.5,0,0,0,0,Amanda Park,Washington
10,mar,50.8,35.6,0,0,0,0,Amanda Park,Washington
11,mar,50.8,35.7,0,0,0,0,Amanda Park,Washington
12,mar,50.9,35.8,0,0,0,0,Amanda Park,Washington
13,mar,50.9,35.8,0,0,0,0,Amanda Park,Washington
14,mar,51,35.9,0,0,0,0,Amanda Park,Washington
15,mar,51,36,0,0,0,0,Amanda Park,Washington
16,mar,51.1,36,0,0,0,0,Amanda Park,Washington
17,mar,51.1,36.1,0,0,0,0,Amanda Park,Washington
18,mar,51.2,36.2,0,0,0,0,Amanda Park,Washington
19,mar,51.2,36.2,0,0,0,0,Amanda Park,Washington
20,mar,51.3,36.3,0,0,0,0,Amanda Park,Washington
21,mar,51.3,36.4,0,0,0,0,Amanda Park,Washington
22,mar,51.4,36.4,0,0,0,0,Amanda Park,Washington
23,mar,51.5,36.5,0,0,0,0,Amanda Park,Washington
24,mar,51.5,36.5,0,0,0,0,Amanda Park,Washington
25,mar,51.6,36.6,0,0,0,0,Amanda Park,Washington
26,mar,51.7,36.6,0,0,0,0,Amanda Park,Washington
27,mar,51.8,36.7,0,0,0,0,Amanda Park,Washington
28,mar,51.9,36.8,0,0,0,0,Amanda Park,Washington
29,mar,52,36.8,0,0,0,0,Amanda Park,Washington
30,mar,52.1,36.9,0,0,0,0,Amanda Park,Washington
31,mar,52.3,36.9,0,0,0,0,Amanda Park,Washington
1,apr,52.4,37,0,0,0,0,Amanda Park,Washington
2,apr,52.6,37.1,0,0,0,0,Amanda Park,Washington
3,apr,52.7,37.1,0,0,0,0,Amanda Park,Washington
4,apr,52.9,37.2,0,0,0,0,Amanda Park,Washington
5,apr,53.1,37.3,0,0,0,0,Amanda Park,Washington
6,apr,53.3,37.4,0,0,0,0,Amanda Park,Washington
7,apr,53.5,37.4,0,0,0,0,Amanda Park,Washington
8,apr,53.7,37.5,0,0,0,0,Amanda Park,Washington
9,apr,54,37.6,0,0,0,0,Amanda Park,Washington
10,apr,54.2,37.7,0,0,0,0,Amanda Park,Washington
11,apr,54.5,37.8,0,0,0,0,Amanda Park,Washington
12,apr,54.7,37.9,0,0,0,0,Amanda Park,Washington
13,apr,55,38,0,0,0,0,Amanda Park,Washington
14,apr,55.3,38.1,0,0,0,0,Amanda Park,Washington
15,apr,55.6,38.3,0,0,0,0,Amanda Park,Washington
16,apr,55.9,38.4,0,0,0,0,Amanda Park,Washington
17,apr,56.2,38.5,0,0,0,0,Amanda Park,Washington
18,apr,56.5,38.7,0,0,0,0,Amanda Park,Washington
19,apr,56.8,38.8,0,0,0,0,Amanda Park,Washington
20,apr,57.1,38.9,0,0,0,0,Amanda Park,Washington
21,apr,57.4,39.1,0,0,0,0,Amanda Park,Washington
22,apr,57.7,39.2,0,0,0,0,Amanda Park,Washington
23,apr,58,39.4,0,0,0,0,Amanda Park,Washington
24,apr,58.3,39.6,0,0,0,0,Amanda Park,Washington
25,apr,58.6,39.7,0,0,0,0,Amanda Park,Washington
26,apr,58.9,39.9,0,0,0,0,Amanda Park,Washington
27,apr,59.2,40.1,0,0,0,0,Amanda Park,Washington
28,apr,59.5,40.2,0,0,0,0,Amanda Park,Washington
29,apr,59.8,40.4,0,0,0,0,Amanda Park,Washington
30,apr,60,40.6,0,0,0,0,Amanda Park,Washington
1,may,60.3,40.8,0,0,0,0,Amanda Park,Washington
2,may,60.6,40.9,0,0,0,0,Amanda Park,Washington
3,may,60.8,41.1,0,0,0,0,Amanda Park,Washington
4,may,61,41.3,0,0,0,0,Amanda Park,Washington
5,may,61.3,41.5,0,0,0,0,Amanda Park,Washington
6,may,61.5,41.6,0,0,0,0,Amanda Park,Washington
7,may,61.7,41.8,0,0,0,0,Amanda Park,Washington
8,may,61.9,42,0,0,0,0,Amanda Park,Washington
9,may,62.1,42.1,0,0,0,0,Amanda Park,Washington
10,may,62.2,42.3,0,0,0,0,Amanda Park,Washington
11,may,62.4,42.5,0,0,0,0,Amanda Park,Washington
12,may,62.6,42.6,0,0,0,0,Amanda Park,Washington
13,may,62.7,42.8,0,0,0,0,Amanda Park,Washington
14,may,62.8,42.9,0,0,0,0,Amanda Park,Washington
15,may,63,43.1,0,0,0,0,Amanda Park,Washington
16,may,63.1,43.2,0,0,0,0,Amanda Park,Washington
17,may,63.2,43.4,0,0,0,0,Amanda Park,Washington
18,may,63.3,43.5,0,0,0,0,Amanda Park,Washington
19,may,63.4,43.6,0,0,0,0,Amanda Park,Washington
20,may,63.5,43.8,0,0,0,0,Amanda Park,Washington
21,may,63.6,43.9,0,0,0,0,Amanda Park,Washington
22,may,63.6,44,0,0,0,0,Amanda Park,Washington
23,may,63.7,44.1,0,0,0,0,Amanda Park,Washington
24,may,63.8,44.3,0,0,0,0,Amanda Park,Washington
25,may,63.9,44.4,0,0,0,0,Amanda Park,Washington
26,may,64,44.5,0,0,0,0,Amanda Park,Washington
27,may,64,44.6,0,0,0,0,Amanda Park,Washington
28,may,64.1,44.7,0,0,0,0,Amanda Park,Washington
29,may,64.2,44.8,0,0,0,0,Amanda Park,Washington
30,may,64.3,45,0,0,0,0,Amanda Park,Washington
31,may,64.4,45.1,0,0,0,0,Amanda Park,Washington
1,jun,64.5,45.2,0,0,0,0,Amanda Park,Washington
2,jun,64.6,45.3,0,0,0,0,Amanda Park,Washington
3,jun,64.7,45.4,0,0,0,0,Amanda Park,Washington
4,jun,64.9,45.6,0,0,0,0,Amanda Park,Washington
5,jun,65,45.7,0,0,0,0,Amanda Park,Washington
6,jun,65.2,45.8,0,0,0,0,Amanda Park,Washington
7,jun,65.3,45.9,0,0,0,0,Amanda Park,Washington
8,jun,65.5,46.1,0,0,0,0,Amanda Park,Washington
9,jun,65.7,46.2,0,0,0,0,Amanda Park,Washington
10,jun,65.8,46.3,0,0,0,0,Amanda Park,Washington
11,jun,66,46.5,0,0,0,0,Amanda Park,Washington
12,jun,66.2,46.6,0,0,0,0,Amanda Park,Washington
13,jun,66.5,46.7,0,0,0,0,Amanda Park,Washington
14,jun,66.7,46.9,0,0,0,0,Amanda Park,Washington
15,jun,66.9,47,0,0,0,0,Amanda Park,Washington
16,jun,67.2,47.2,0,0,0,0,Amanda Park,Washington
17,jun,67.4,47.3,0,0,0,0,Amanda Park,Washington
18,jun,67.7,47.5,0,0,0,0,Amanda Park,Washington
19,jun,67.9,47.7,0,0,0,0,Amanda Park,Washington
20,jun,68.2,47.8,0,0,0,0,Amanda Park,Washington
21,jun,68.5,48,0,0,0,0,Amanda Park,Washington
22,jun,68.7,48.2,0,0,0,0,Amanda Park,Washington
23,jun,69,48.3,0,0,0,0,Amanda Park,Washington
24,jun,69.3,48.5,0,0,0,0,Amanda Park,Washington
25,jun,69.6,48.7,0,0,0,0,Amanda Park,Washington
26,jun,69.8,48.8,0,0,0,0,Amanda Park,Washington
27,jun,70.1,49,0,0,0,0,Amanda Park,Washington
28,jun,70.4,49.1,0,0,0,0,Amanda Park,Washington
29,jun,70.7,49.3,0,0,0,0,Amanda Park,Washington
30,jun,70.9,49.5,0,0,0,0,Amanda Park,Washington
1,jul,71.2,49.6,0,0,0,0,Amanda Park,Washington
2,jul,71.4,49.8,0,0,0,0,Amanda Park,Washington
3,jul,71.7,49.9,0,0,0,0,Amanda Park,Washington
4,jul,71.9,50.1,0,0,0,0,Amanda Park,Washington
5,jul,72.1,50.2,0,0,0,0,Amanda Park,Washington
6,jul,72.3,50.4,0,0,0,0,Amanda Park,Washington
7,jul,72.5,50.5,0,0,0,0,Amanda Park,Washington
8,jul,72.7,50.6,0,0,0,0,Amanda Park,Washington
9,jul,72.9,50.7,0,0,0,0,Amanda Park,Washington
10,jul,73.1,50.8,0,0,0,0,Amanda Park,Washington
11,jul,73.2,50.9,0,0,0,0,Amanda Park,Washington
12,jul,73.4,51,0,0,0,0,Amanda Park,Washington
13,jul,73.5,51.1,0,0,0,0,Amanda Park,Washington
14,jul,73.6,51.2,0,0,0,0,Amanda Park,Washington
15,jul,73.7,51.3,0,0,0,0,Amanda Park,Washington
16,jul,73.8,51.4,0,0,0,0,Amanda Park,Washington
17,jul,73.9,51.4,0,0,0,0,Amanda Park,Washington
18,jul,73.9,51.5,0,0,0,0,Amanda Park,Washington
19,jul,74,51.5,0,0,0,0,Amanda Park,Washington
20,jul,74,51.6,0,0,0,0,Amanda Park,Washington
21,jul,74,51.6,0,0,0,0,Amanda Park,Washington
22,jul,74,51.6,0,0,0,0,Amanda Park,Washington
23,jul,74,51.7,0,0,0,0,Amanda Park,Washington
24,jul,74,51.7,0,0,0,0,Amanda Park,Washington
25,jul,74,51.7,0,0,0,0,Amanda Park,Washington
26,jul,74,51.7,0,0,0,0,Amanda Park,Washington
27,jul,74,51.7,0,0,0,0,Amanda Park,Washington
28,jul,73.9,51.7,0,0,0,0,Amanda Park,Washington
29,jul,73.9,51.7,0,0,0,0,Amanda Park,Washington
30,jul,73.8,51.7,0,0,0,0,Amanda Park,Washington
31,jul,73.8,51.7,0,0,0,0,Amanda Park,Washington
1,aug,73.7,51.6,0,0,0,0,Amanda Park,Washington
2,aug,73.7,51.6,0,0,0,0,Amanda Park,Washington
3,aug,73.6,51.6,0,0,0,0,Amanda Park,Washington
4,aug,73.6,51.6,0,0,0,0,Amanda Park,Washington
5,aug,73.5,51.5,0,0,0,0,Amanda Park,Washington
6,aug,73.4,51.5,0,0,0,0,Amanda Park,Washington
7,aug,73.4,51.5,0,0,0,0,Amanda Park,Washington
8,aug,73.3,51.4,0,0,0,0,Amanda Park,Washington
9,aug,73.2,51.4,0,0,0,0,Amanda Park,Washington
10,aug,73.2,51.4,0,0,0,0,Amanda Park,Washington
11,aug,73.1,51.3,0,0,0,0,Amanda Park,Washington
12,aug,73,51.3,0,0,0,0,Amanda Park,Washington
13,aug,73,51.3,0,0,0,0,Amanda Park,Washington
14,aug,72.9,51.2,0,0,0,0,Amanda Park,Washington
15,aug,72.9,51.2,0,0,0,0,Amanda Park,Washington
16,aug,72.8,51.1,0,0,0,0,Amanda Park,Washington
17,aug,72.7,51.1,0,0,0,0,Amanda Park,Washington
18,aug,72.7,51.1,0,0,0,0,Amanda Park,Washington
19,aug,72.6,51,0,0,0,0,Amanda Park,Washington
20,aug,72.6,51,0,0,0,0,Amanda Park,Washington
21,aug,72.5,50.9,0,0,0,0,Amanda Park,Washington
22,aug,72.5,50.9,0,0,0,0,Amanda Park,Washington
23,aug,72.4,50.8,0,0,0,0,Amanda Park,Washington
24,aug,72.3,50.8,0,0,0,0,Amanda Park,Washington
25,aug,72.3,50.7,0,0,0,0,Amanda Park,Washington
26,aug,72.2,50.7,0,0,0,0,Amanda Park,Washington
27,aug,72.1,50.6,0,0,0,0,Amanda Park,Washington
28,aug,72,50.6,0,0,0,0,Amanda Park,Washington
29,aug,71.9,50.5,0,0,0,0,Amanda Park,Washington
30,aug,71.8,50.5,0,0,0,0,Amanda Park,Washington
31,aug,71.7,50.4,0,0,0,0,Amanda Park,Washington
1,sep,71.6,50.3,0,0,0,0,Amanda Park,Washington
2,sep,71.5,50.2,0,0,0,0,Amanda Park,Washington
3,sep,71.4,50.1,0,0,0,0,Amanda Park,Washington
4,sep,71.3,50.1,0,0,0,0,Amanda Park,Washington
5,sep,71.1,50,0,0,0,0,Amanda Park,Washington
6,sep,71,49.9,0,0,0,0,Amanda Park,Washington
7,sep,70.8,49.7,0,0,0,0,Amanda Park,Washington
8,sep,70.6,49.6,0,0,0,0,Amanda Park,Washington
9,sep,70.4,49.5,0,0,0,0,Amanda Park,Washington
10,sep,70.2,49.4,0,0,0,0,Amanda Park,Washington
11,sep,70,49.3,0,0,0,0,Amanda Park,Washington
12,sep,69.8,49.1,0,0,0,0,Amanda Park,Washington
13,sep,69.6,49,0,0,0,0,Amanda Park,Washington
14,sep,69.4,48.8,0,0,0,0,Amanda Park,Washington
15,sep,69.1,48.7,0,0,0,0,Amanda Park,Washington
16,sep,68.8,48.5,0,0,0,0,Amanda Park,Washington
17,sep,68.6,48.3,0,0,0,0,Amanda Park,Washington
18,sep,68.3,48.2,0,0,0,0,Amanda Park,Washington
19,sep,68,48,0,0,0,0,Amanda Park,Washington
20,sep,67.7,47.8,0,0,0,0,Amanda Park,Washington
21,sep,67.4,47.6,0,0,0,0,Amanda Park,Washington
22,sep,67.1,47.4,0,0,0,0,Amanda Park,Washington
23,sep,66.7,47.2,0,0,0,0,Amanda Park,Washington
24,sep,66.4,47.1,0,0,0,0,Amanda Park,Washington
25,sep,66.1,46.9,0,0,0,0,Amanda Park,Washington
26,sep,65.7,46.7,0,0,0,0,Amanda Park,Washington
27,sep,65.4,46.5,0,0,0,0,Amanda Park,Washington
28,sep,65,46.3,0,0,0,0,Amanda Park,Washington
29,sep,64.6,46.1,0,0,0,0,Amanda Park,Washington
30,sep,64.3,45.9,0,0,0,0,Amanda Park,Washington
1,oct,63.9,45.7,0,0,0,0,Amanda Park,Washington
2,oct,63.6,45.5,0,0,0,0,Amanda Park,Washington
3,oct,63.2,45.3,0,0,0,0,Amanda Park,Washington
4,oct,62.8,45.1,0,0,0,0,Amanda Park,Washington
5,oct,62.4,44.9,0,0,0,0,Amanda Park,Washington
6,oct,62.1,44.7,0,0,0,0,Amanda Park,Washington
7,oct,61.7,44.5,0,0,0,0,Amanda Park,Washington
8,oct,61.3,44.3,0,0,0,0,Amanda Park,Washington
9,oct,61,44.2,0,0,0,0,Amanda Park,Washington
10,oct,60.6,44,0,0,0,0,Amanda Park,Washington
11,oct,60.3,43.8,0,0,0,0,Amanda Park,Washington
12,oct,59.9,43.6,0,0,0,0,Amanda Park,Washington
13,oct,59.5,43.5,0,0,0,0,Amanda Park,Washington
14,oct,59.2,43.3,0,0,0,0,Amanda Park,Washington
15,oct,58.8,43.2,0,0,0,0,Amanda Park,Washington
16,oct,58.5,43,0,0,0,0,Amanda Park,Washington
17,oct,58.1,42.8,0,0,0,0,Amanda Park,Washington
18,oct,57.8,42.7,0,0,0,0,Amanda Park,Washington
19,oct,57.5,42.5,0,0,0,0,Amanda Park,Washington
20,oct,57.1,42.4,0,0,0,0,Amanda Park,Washington
21,oct,56.8,42.3,0,0,0,0,Amanda Park,Washington
22,oct,56.5,42.1,0,0,0,0,Amanda Park,Washington
23,oct,56.2,42,0,0,0,0,Amanda Park,Washington
24,oct,55.8,41.8,0,0,0,0,Amanda Park,Washington
25,oct,55.5,41.7,0,0,0,0,Amanda Park,Washington
26,oct,55.2,41.6,0,0,0,0,Amanda Park,Washington
27,oct,54.9,41.4,0,0,0,0,Amanda Park,Washington
28,oct,54.6,41.3,0,0,0,0,Amanda Park,Washington
29,oct,54.3,41.1,0,0,0,0,Amanda Park,Washington
30,oct,53.9,41,0,0,0,0,Amanda Park,Washington
31,oct,53.6,40.8,0,0,0,0,Amanda Park,Washington
1,nov,53.3,40.7,0,0,0,0,Amanda Park,Washington
2,nov,53,40.5,0,0,0,0,Amanda Park,Washington
3,nov,52.7,40.4,0,0,0,0,Amanda Park,Washington
4,nov,52.4,40.2,0,0,0,0,Amanda Park,Washington
5,nov,52.1,40.1,0,0,0,0,Amanda Park,Washington
6,nov,51.8,39.9,0,0,0,0,Amanda Park,Washington
7,nov,51.5,39.7,0,0,0,0,Amanda Park,Washington
8,nov,51.2,39.6,0,0,0,0,Amanda Park,Washington
9,nov,50.9,39.4,0,0,0,0,Amanda Park,Washington
10,nov,50.6,39.2,0,0,0,0,Amanda Park,Washington
11,nov,50.3,39,0,0,0,0,Amanda Park,Washington
12,nov,50,38.8,0,0,0,0,Amanda Park,Washington
13,nov,49.7,38.6,0,0,0,0,Amanda Park,Washington
14,nov,49.4,38.5,0,0,0,0,Amanda Park,Washington
15,nov,49.1,38.3,0,0,0,0,Amanda Park,Washington
16,nov,48.8,38.1,0,0,0,0,Amanda Park,Washington
17,nov,48.6,37.9,0,0,0,0,Amanda Park,Washington
18,nov,48.3,37.7,0,0,0,0,Amanda Park,Washington
19,nov,48,37.5,0,0,0,0,Amanda Park,Washington
20,nov,47.7,37.3,0,0,0,0,Amanda Park,Washington
21,nov,47.5,37.1,0,0,0,0,Amanda Park,Washington
22,nov,47.2,36.8,0,0,0,0,Amanda Park,Washington
23,nov,46.9,36.6,0,0,0,0,Amanda Park,Washington
24,nov,46.7,36.4,0,0,0,0,Amanda Park,Washington
25,nov,46.4,36.3,0,0,0,0,Amanda Park,Washington
26,nov,46.2,36.1,0,0,0,0,Amanda Park,Washington
27,nov,46,35.9,0,0,0,0,Amanda Park,Washington
28,nov,45.7,35.7,0,0,0,0,Amanda Park,Washington
29,nov,45.5,35.5,0,0,0,0,Amanda Park,Washington
30,nov,45.3,35.3,0,0,0,0,Amanda Park,Washington
1,dec,45.1,35.2,0,0,0,0,Amanda Park,Washington
2,dec,44.9,35,0,0,0,0,Amanda Park,Washington
3,dec,44.8,34.9,0,0,0,0,Amanda Park,Washington
4,dec,44.6,34.7,0,0,0,0,Amanda Park,Washington
5,dec,44.4,34.6,0,0,0,0,Amanda Park,Washington
6,dec,44.3,34.5,0,0,0,0,Amanda Park,Washington
7,dec,44.1,34.4,0,0,0,0,Amanda Park,Washington
8,dec,44,34.3,0,0,0,0,Amanda Park,Washington
9,dec,43.9,34.2,0,0,0,0,Amanda Park,Washington
10,dec,43.8,34.1,0,0,0,0,Amanda Park,Washington
11,dec,43.7,34,0,0,0,0,Amanda Park,Washington
12,dec,43.6,34,0,0,0,0,Amanda Park,Washington
13,dec,43.5,33.9,0,0,0,0,Amanda Park,Washington
14,dec,43.5,33.9,0,0,0,0,Amanda Park,Washington
15,dec,43.4,33.8,0,0,0,0,Amanda Park,Washington
16,dec,43.4,33.8,0,0,0,0,Amanda Park,Washington
17,dec,43.3,33.8,0,0,0,0,Amanda Park,Washington
18,dec,43.3,33.8,0,0,0,0,Amanda Park,Washington
19,dec,43.3,33.8,0,0,0,0,Amanda Park,Washington
20,dec,43.3,33.9,0,0,0,0,Amanda Park,Washington
21,dec,43.2,33.9,0,0,0,0,Amanda Park,Washington
22,dec,43.2,33.9,0,0,0,0,Amanda Park,Washington
23,dec,43.2,34,0,0,0,0,Amanda Park,Washington
24,dec,43.3,34,0,0,0,0,Amanda Park,Washington
25,dec,43.3,34.1,0,0,0,0,Amanda Park,Washington
26,dec,43.3,34.1,0,0,0,0,Amanda Park,Washington
27,dec,43.3,34.2,0,0,0,0,Amanda Park,Washington
28,dec,43.4,34.3,0,0,0,0,Amanda Park,Washington
29,dec,43.4,34.3,0,0,0,0,Amanda Park,Washington
30,dec,43.4,34.4,0,0,0,0,Amanda Park,Washington
31,dec,43.5,34.5,0,0,0,0,Amanda Park,Washington
1,jan,35.8,24.5,0.39,0.39,1.1,1.1,Ashford,Washington
2,jan,35.9,24.6,0.75,0.75,2.09,2.09,Ashford,Washington
3,jan,36,24.7,1.14,1.14,3.19,3.19,Ashford,Washington
4,jan,36,24.8,1.54,1.54,4.21,4.21,Ashford,Washington
5,jan,36.1,24.9,1.89,1.89,5.2,5.2,Ashford,Washington
6,jan,36.2,25,2.28,2.28,6.18,6.18,Ashford,Washington
7,jan,36.3,25.1,2.68,2.68,7.2,7.2,Ashford,Washington
8,jan,36.4,25.1,3.03,3.03,8.19,8.19,Ashford,Washington
9,jan,36.5,25.2,3.43,3.43,9.21,9.21,Ashford,Washington
10,jan,36.6,25.3,3.82,3.82,10.12,10.12,Ashford,Washington
11,jan,36.7,25.4,4.21,4.21,11.1,11.1,Ashford,Washington
12,jan,36.8,25.4,4.65,4.65,12.01,12.01,Ashford,Washington
13,jan,36.9,25.5,5.04,5.04,12.91,12.91,Ashford,Washington
14,jan,37,25.6,5.43,5.43,13.82,13.82,Ashford,Washington
15,jan,37.1,25.6,5.83,5.83,14.8,14.8,Ashford,Washington
16,jan,37.2,25.6,6.22,6.22,15.71,15.71,Ashford,Washington
17,jan,37.3,25.7,6.65,6.65,16.69,16.69,Ashford,Washington
18,jan,37.4,25.7,7.05,7.05,17.72,17.72,Ashford,Washington
19,jan,37.5,25.7,7.44,7.44,18.7,18.7,Ashford,Washington
20,jan,37.6,25.7,7.83,7.83,19.61,19.61,Ashford,Washington
21,jan,37.7,25.8,8.23,8.23,20.51,20.51,Ashford,Washington
22,jan,37.8,25.8,8.62,8.62,21.5,21.5,Ashford,Washington
23,jan,37.9,25.7,8.98,8.98,22.4,22.4,Ashford,Washington
24,jan,38,25.7,9.29,9.29,23.31,23.31,Ashford,Washington
25,jan,38.1,25.7,9.65,9.65,24.29,24.29,Ashford,Washington
26,jan,38.2,25.7,10,10,25.2,25.2,Ashford,Washington
27,jan,38.3,25.7,10.31,10.31,26.18,26.18,Ashford,Washington
28,jan,38.4,25.6,10.67,10.67,27.09,27.09,Ashford,Washington
29,jan,38.5,25.6,11.02,11.02,27.99,27.99,Ashford,Washington
30,jan,38.6,25.6,11.38,11.38,29.02,29.02,Ashford,Washington
31,jan,38.7,25.5,11.69,11.69,29.88,29.88,Ashford,Washington
1,feb,38.8,25.5,0.31,12.01,0.91,30.79,Ashford,Washington
2,feb,38.9,25.4,0.59,12.28,1.81,31.69,Ashford,Washington
3,feb,39,25.4,0.91,12.6,2.6,32.52,Ashford,Washington
4,feb,39.1,25.3,1.18,12.91,3.5,33.39,Ashford,Washington
5,feb,39.2,25.3,1.5,13.23,4.29,34.21,Ashford,Washington
6,feb,39.3,25.2,1.81,13.54,5.2,35.12,Ashford,Washington
7,feb,39.5,25.2,2.13,13.86,5.98,35.91,Ashford,Washington
8,feb,39.6,25.1,2.44,14.13,6.81,36.69,Ashford,Washington
9,feb,39.7,25.1,2.76,14.45,7.72,37.6,Ashford,Washington
10,feb,39.8,25.1,3.07,14.76,8.58,38.5,Ashford,Washington
11,feb,40,25,3.35,15.08,9.41,39.29,Ashford,Washington
12,feb,40.1,25,3.66,15.35,10.2,40.12,Ashford,Washington
13,feb,40.3,25,3.94,15.67,10.98,40.91,Ashford,Washington
14,feb,40.4,25,4.21,15.94,11.81,41.69,Ashford,Washington
15,feb,40.6,25,4.49,16.18,12.52,42.4,Ashford,Washington
16,feb,40.7,25,4.72,16.46,13.19,43.11,Ashford,Washington
17,feb,40.9,25,5,16.69,13.9,43.82,Ashford,Washington
18,feb,41,25,5.28,16.97,14.61,44.49,Ashford,Washington
19,feb,41.2,25.1,5.51,17.24,15.31,45.2,Ashford,Washington
20,feb,41.4,25.1,5.79,17.52,15.98,45.91,Ashford,Washington
21,feb,41.5,25.1,6.06,17.8,16.81,46.69,Ashford,Washington
22,feb,41.7,25.2,6.34,18.03,17.52,47.4,Ashford,Washington
23,feb,41.9,25.2,6.61,18.31,18.31,48.19,Ashford,Washington
24,feb,42.1,25.3,6.85,18.58,19.02,48.9,Ashford,Washington
25,feb,42.2,25.4,7.13,18.86,19.69,49.61,Ashford,Washington
26,feb,42.4,25.5,7.4,19.09,20.51,50.39,Ashford,Washington
27,feb,42.6,25.6,7.64,19.37,21.18,51.1,Ashford,Washington
28,feb,42.8,25.7,7.91,19.61,21.89,51.81,Ashford,Washington
29,feb,42.9,25.7,0,0,0,0,Ashford,Washington
1,mar,43,25.8,0.28,19.88,0.79,52.6,Ashford,Washington
2,mar,43.2,25.9,0.55,20.16,1.69,53.5,Ashford,Washington
3,mar,43.4,26,0.79,20.39,2.52,54.29,Ashford,Washington
